frame,class,id,x_center,y_center,x,y,w,h
0,truck,2,176.4945526123047,404.2631072998047,165.45431540497617,391.6847531679688,22.080474414657033,25.156708263671817
0,car,1,191.36247014999392,666.3668518066406,0.7249407809489696,567.27490209375,381.2750587380899,198.1838994257812
1,truck,2,175.67076873779297,403.9258270263672,163.7762908935547,391.0583190917969,23.788955688476562,25.735015869140625
1,car,1,191.42486786842346,665.1405944824219,0.8497357368469238,564.5448608398438,381.1502642631531,201.19146728515625
2,truck,2,175.7895965576172,404.0115051269531,164.11289978027344,390.1678466796875,23.3533935546875,27.68731689453125
2,car,1,191.40348768234253,664.95166015625,0.8069753646850586,563.8201904296875,381.19302463531494,202.262939453125
3,truck,2,175.77062225341797,404.09498596191406,164.07333374023438,390.2060852050781,23.394577026367188,27.777801513671875
3,car,1,191.40048837661743,664.6423645019531,0.8009767532348633,564.5262451171875,381.19902324676514,200.23223876953125
4,truck,2,175.42687225341797,403.99937438964844,163.58099365234375,389.69049072265625,23.691757202148438,28.617767333984375
4,car,1,191.43019771575928,664.2511596679688,0.8603954315185547,564.1408081054688,381.13960456848145,200.220703125
5,truck,2,175.70540618896484,403.5602264404297,163.88558959960938,389.0506286621094,23.639633178710938,29.019195556640625
5,car,1,191.3426661491394,665.3430786132812,0.7499074935913086,564.2263793945312,381.1855173110962,202.2333984375
6,truck,2,175.66211700439453,404.09742736816406,163.77877807617188,390.08978271484375,23.766677856445312,28.015289306640625
6,car,1,191.23860025405884,664.9858703613281,0.6881380081176758,564.3175659179688,381.1009244918823,201.33660888671875
7,truck,2,175.6248550415039,404.2124481201172,163.81875610351562,389.821533203125,23.612197875976562,28.781829833984375
7,car,1,191.13756895065308,664.2516784667969,1.0138463973999023,562.3206176757812,380.24744510650635,203.86212158203125
8,truck,2,175.9462432861328,404.2148895263672,164.0180206298828,390.49151611328125,23.8564453125,27.446746826171875
8,car,1,191.3675365447998,664.8625793457031,0.7350730895996094,564.39404296875,381.2649269104004,200.93707275390625
9,truck,2,175.9075927734375,404.2279357910156,164.04730224609375,390.4976806640625,23.7205810546875,27.46051025390625
9,car,1,191.35347414016724,664.8493347167969,0.7085657119750977,564.1005859375,381.2898168563843,201.49749755859375
10,truck,2,175.67510986328125,404.03184509277344,163.6183319091797,390.2278137207031,24.113555908203125,27.608062744140625
10,car,1,191.31425833702087,664.9420166015625,0.714118480682373,564.7259521484375,381.200279712677,200.43212890625
11,truck,2,175.7516632080078,403.7498321533203,163.61416625976562,389.6110534667969,24.274993896484375,28.277557373046875
11,car,1,191.37448811531067,664.6776733398438,0.7980179786682129,564.5914916992188,381.1529402732849,200.17236328125
12,truck,2,175.61875915527344,403.58876037597656,163.28152465820312,389.245361328125,24.674468994140625,28.686798095703125
12,car,1,191.39319276809692,665.5583190917969,0.7863855361938477,566.0247802734375,381.21361446380615,199.06707763671875
13,truck,2,175.4564208984375,404.7194061279297,163.15675354003906,391.25823974609375,24.599334716796875,26.922332763671875
13,car,1,191.18319749832153,663.0674743652344,1.0321664810180664,562.2382202148438,380.30206203460693,201.65850830078125
14,truck,2,175.5203399658203,404.27210998535156,163.1225128173828,390.3854064941406,24.795654296875,27.773406982421875
14,car,1,191.1361050605774,663.4391174316406,0.9770441055297852,562.145751953125,380.3181219100952,202.58673095703125
15,truck,2,175.59220123291016,404.5179901123047,163.38145446777344,390.6180725097656,24.421493530273438,27.799835205078125
15,car,1,191.5969500541687,663.661376953125,1.2654638290405273,563.3694458007812,380.66297245025635,200.5838623046875
16,truck,2,175.55294799804688,404.5579376220703,163.28945922851562,390.6598815917969,24.5269775390625,27.796112060546875
16,car,1,191.31262302398682,664.1123352050781,0.6713581085205078,562.3760375976562,381.2825298309326,203.47259521484375
17,truck,2,175.57756805419922,404.2972412109375,163.34185791015625,390.1158752441406,24.471420288085938,28.36273193359375
17,car,1,191.33353352546692,664.02001953125,0.7591080665588379,561.109375,381.14885091781616,205.8212890625
18,truck,2,175.4907989501953,404.3272399902344,163.17050170898438,389.9619140625,24.640594482421875,28.73065185546875
18,car,1,191.36214685440063,664.1620788574219,0.8068132400512695,561.301025390625,381.11066722869873,205.72210693359375
19,truck,2,175.35181427001953,405.1165313720703,162.99322509765625,391.18585205078125,24.717178344726562,27.861358642578125
19,car,1,191.3625946044922,664.1665649414062,0.770416259765625,561.3028564453125,381.1843566894531,205.7274169921875
20,truck,2,175.5156021118164,404.3981170654297,163.02696228027344,389.92926025390625,24.977279663085938,28.937713623046875
20,car,1,191.34595322608948,663.8927917480469,0.7777523994445801,561.3823852539062,381.1364016532898,205.02081298828125
21,truck,2,175.78687286376953,404.1945495605469,163.4422149658203,389.0074462890625,24.689315795898438,30.37420654296875
21,car,1,191.37689447402954,663.9960327148438,0.859990119934082,562.3880004882812,381.0338087081909,203.216064453125
22,truck,2,175.66635131835938,405.0935516357422,163.29640197753906,390.36749267578125,24.739898681640625,29.452117919921875
22,car,1,191.36636781692505,663.85498046875,0.8356714248657227,562.753662109375,381.06139278411865,202.20263671875
23,truck,2,175.82152557373047,405.2086639404297,163.40158081054688,390.3674621582031,24.839889526367188,29.682403564453125
23,car,1,191.38451504707336,664.8421325683594,0.7788872718811035,563.3555297851562,381.2112555503845,202.97320556640625
24,truck,2,175.84746551513672,405.55072021484375,163.43055725097656,390.6009216308594,24.833816528320312,29.89959716796875
24,car,1,191.35285806655884,664.4436645507812,0.7581758499145508,562.6467895507812,381.1893644332886,203.59375
25,truck,2,176.05770111083984,405.7015686035156,163.51242065429688,390.85711669921875,25.090560913085938,29.68890380859375
25,car,1,191.36652278900146,663.9385375976562,0.8111095428466797,562.1005249023438,381.11082649230957,203.676025390625
26,truck,2,176.11428833007812,405.42596435546875,163.49061584472656,391.64801025390625,25.247344970703125,27.555908203125
26,car,1,191.3430094718933,664.4132995605469,0.7252645492553711,562.4446411132812,381.2354898452759,203.93731689453125
27,truck,2,176.10314178466797,404.4336700439453,163.4076690673828,390.20050048828125,25.390945434570312,28.466339111328125
27,car,1,191.33622097969055,663.9492492675781,0.7296013832092285,561.8601684570312,381.21323919296265,204.17816162109375
28,truck,2,176.32042694091797,402.45509338378906,163.48190307617188,386.96343994140625,25.677047729492188,30.983306884765625
28,car,1,191.41355967521667,664.8113403320312,0.8271193504333496,564.2877197265625,381.17288064956665,201.0472412109375
29,truck,2,176.57301330566406,402.12493896484375,163.75238037109375,386.63470458984375,25.641265869140625,30.98046875
29,car,1,191.36447167396545,663.9913024902344,0.8429265022277832,562.951171875,381.04309034347534,202.08026123046875
30,truck,2,176.67626953125,402.3674011230469,163.96543884277344,387.00982666015625,25.421661376953125,30.71514892578125
30,car,1,191.3644518852234,665.061279296875,0.7985448837280273,564.03125,381.1318140029907,202.06005859375
31,truck,2,176.80347442626953,402.3703155517578,163.90818786621094,386.84381103515625,25.790573120117188,31.053009033203125
31,car,1,191.3479208946228,664.4089050292969,0.8533430099487305,563.4331665039062,380.98915576934814,201.95147705078125
32,truck,2,176.7338409423828,402.71986389160156,163.94642639160156,387.05035400390625,25.5748291015625,31.339019775390625
32,car,1,191.3013870716095,664.9904479980469,0.7234406471252441,563.103515625,381.1558928489685,203.77386474609375
33,truck,2,176.82342529296875,402.9217834472656,163.95664978027344,387.25714111328125,25.733551025390625,31.32928466796875
33,car,1,191.2776370048523,664.7307739257812,0.7401800155639648,562.33203125,381.07491397857666,204.7974853515625
34,truck,2,176.8218002319336,404.19700622558594,163.77125549316406,389.046875,26.101089477539062,30.300262451171875
34,car,1,191.28666281700134,664.2892456054688,0.7543253898620605,562.7097778320312,381.06467485427856,203.158935546875
35,truck,2,176.8921127319336,404.6489715576172,163.72021484375,389.1822814941406,26.343795776367188,30.933380126953125
35,car,1,191.28949809074402,664.1913757324219,0.7609724998474121,562.3212280273438,381.0570511817932,203.74029541015625
36,truck,2,177.10293579101562,405.0121307373047,163.66944885253906,389.3660583496094,26.866973876953125,31.292144775390625
36,car,1,191.2813651561737,664.4483337402344,0.7428145408630371,561.749755859375,381.07710123062134,205.39715576171875
37,truck,2,177.39397430419922,404.939208984375,164.05587768554688,389.1294250488281,26.676193237304688,31.61956787109375
37,car,1,191.31776213645935,663.8989868164062,0.7896685600280762,561.44775390625,381.05618715286255,204.9024658203125
38,truck,2,177.39179229736328,405.19358825683594,163.87896728515625,389.7643127441406,27.025650024414062,30.858551025390625
38,truck,2,177.55551147460938,404.8250427246094,164.14585876464844,389.057373046875,26.819305419921875,31.53533935546875
38,car,1,191.32493209838867,665.51123046875,0.6919479370117188,564.0875854492188,381.2659683227539,202.8472900390625
39,truck,2,177.40082550048828,404.63673400878906,164.16864013671875,389.5223388671875,26.464370727539062,30.228790283203125
39,truck,2,177.23485565185547,404.6869201660156,164.07046508789062,390.0533447265625,26.328781127929688,29.26715087890625
39,car,1,191.31991529464722,664.173583984375,0.7550954818725586,561.1051025390625,381.1296396255493,206.136962890625
40,truck,2,177.24472045898438,404.8365936279297,163.95057678222656,390.324462890625,26.588287353515625,29.024261474609375
40,car,1,191.2825469970703,664.4310607910156,0.765228271484375,561.4011840820312,381.0346374511719,206.05975341796875
41,truck,2,177.22827911376953,404.7023162841797,163.89129638671875,390.0630187988281,26.673965454101562,29.278594970703125
41,car,1,191.32617831230164,664.1682739257812,0.7723212242126465,561.9448852539062,381.107714176178,204.44677734375
42,truck,2,177.14287567138672,404.9834747314453,163.7694091796875,390.3968505859375,26.746932983398438,29.173248291015625
42,car,1,191.30482006072998,664.6620178222656,0.7832241058349609,562.2972412109375,381.04319190979004,204.72955322265625
43,truck,2,177.09205627441406,405.05873107910156,163.73020935058594,390.2223815917969,26.72369384765625,29.672698974609375
43,car,1,191.29804825782776,664.6224365234375,0.7375454902648926,561.9658813476562,381.12100553512573,205.3131103515625
44,truck,2,177.0610122680664,405.17401123046875,163.69651794433594,390.4308776855469,26.728988647460938,29.48626708984375
44,car,1,191.27090334892273,665.5189514160156,0.713956356048584,563.1185913085938,381.1138939857483,204.80072021484375
45,car,1,191.3224937915802,665.8652038574219,0.7681870460510254,564.9149780273438,381.10861349105835,201.90045166015625
46,car,1,191.34703254699707,665.8557434082031,0.7694435119628906,565.1100463867188,381.15517807006836,201.49139404296875
47,truck,2,177.283203125,405.6432800292969,163.5494384765625,390.028076171875,27.467529296875,31.23040771484375
47,car,1,191.38954496383667,666.9811096191406,0.7790899276733398,565.5601196289062,381.22091007232666,202.84197998046875
48,truck,2,177.40284729003906,405.7872619628906,163.5127716064453,389.91387939453125,27.7801513671875,31.74676513671875
48,car,1,191.36935901641846,664.1795654296875,0.9002780914306641,563.6964721679688,380.9381618499756,200.9661865234375
49,truck,2,177.13267517089844,405.94036865234375,163.31570434570312,390.45867919921875,27.633941650390625,30.96337890625
49,car,1,191.42057156562805,667.6868286132812,0.8411431312561035,566.966064453125,381.1588568687439,201.4415283203125
50,truck,2,177.173095703125,405.3461456298828,163.3462371826172,389.4992370605469,27.653717041015625,31.693817138671875
50,car,1,191.31131315231323,665.1928100585938,0.8465337753295898,564.0635986328125,380.9295587539673,202.2584228515625
51,truck,2,176.79572296142578,403.88124084472656,162.91091918945312,387.0775146484375,27.769607543945312,33.607452392578125
51,car,1,191.77106618881226,666.5161437988281,1.6892576217651367,563.1466064453125,380.16361713409424,206.73907470703125
52,truck,2,176.8753433227539,403.9026336669922,162.9517364501953,387.093505859375,27.847213745117188,33.618255615234375
52,car,1,191.2216465473175,665.9154968261719,0.7146859169006348,564.2989501953125,381.01392126083374,203.23309326171875
